Code,Area,Year,Fuel,Sector,Measurement,Value
E12000003,Yorkshire and the Humber,2015,Gas,Industrial & Commercial,Ktoe ,1663.888763
E12000004,East Midlands,2015,Gas,Industrial & Commercial,Ktoe ,1124.613391
E12000005,West Midlands,2015,Gas,Industrial & Commercial,Ktoe ,1383.334118
E12000006,East of England,2015,Gas,Industrial & Commercial,Ktoe ,1216.648896
E12000007,Greater London,2015,Gas,Industrial & Commercial,Ktoe ,1584.29588
E12000008,South East,2015,Gas,Industrial & Commercial,Ktoe ,1372.765286
E12000009,South West,2015,Gas,Industrial & Commercial,Ktoe ,841.2160929
N92000002,Northern Ireland,2015,Gas,Industrial & Commercial,Ktoe ,..
W92000004,Wales,2015,Gas,Industrial & Commercial,Ktoe ,719.0668625
S92000003,Scotland,2015,Gas,Industrial & Commercial,Ktoe ,1568.65962
E92000001,England,2015,Gas,Industrial & Commercial,Ktoe ,11821.18141
K02000001,United Kingdom,2015,Gas,Industrial & Commercial,Ktoe ,15523.41506
E09000002,Barking and Dagenham,2005,Gas,Domestic,Ktoe ,85.202
E09000003,Barnet,2005,Gas,Domestic,Ktoe ,234.534
E09000004,Bexley,2005,Gas,Domestic,Ktoe ,141.66
E09000005,Brent,2005,Gas,Domestic,Ktoe ,172.27
E09000006,Bromley,2005,Gas,Domestic,Ktoe ,224.079
E09000007,Camden,2005,Gas,Domestic,Ktoe ,106.417
E09000001,City of London,2005,Gas,Domestic,Ktoe ,3.159
E09000008,Croydon,2005,Gas,Domestic,Ktoe ,226.67
E09000009,Ealing,2005,Gas,Domestic,Ktoe ,187.366
E09000010,Enfield,2005,Gas,Domestic,Ktoe ,173.921
E09000011,Greenwich,2005,Gas,Domestic,Ktoe ,131.623
E09000012,Hackney,2005,Gas,Domestic,Ktoe ,113.851
E09000013,Hammersmith and Fulham,2005,Gas,Domestic,Ktoe ,101.697
E09000014,Haringey,2005,Gas,Domestic,Ktoe ,147.787
E09000015,Harrow,2005,Gas,Domestic,Ktoe ,150.876
E09000016,Havering,2005,Gas,Domestic,Ktoe ,153.432
E09000017,Hillingdon,2005,Gas,Domestic,Ktoe ,156.584
E09000018,Hounslow,2005,Gas,Domestic,Ktoe ,128.402
E09000019,Islington,2005,Gas,Domestic,Ktoe ,107.8
E09000020,Kensington and Chelsea,2005,Gas,Domestic,Ktoe ,96.98
E09000021,Kingston upon Thames,2005,Gas,Domestic,Ktoe ,98.479
E09000022,Lambeth,2005,Gas,Domestic,Ktoe ,163.323
E09000023,Lewisham,2005,Gas,Domestic,Ktoe ,155.837
E09000024,Merton,2005,Gas,Domestic,Ktoe ,117.859
E09000025,Newham,2005,Gas,Domestic,Ktoe ,126.165
E09000026,Redbridge,2005,Gas,Domestic,Ktoe ,157.672
E09000027,Richmond upon Thames,2005,Gas,Domestic,Ktoe ,131.232
E09000028,Southwark,2005,Gas,Domestic,Ktoe ,121.392
E09000029,Sutton,2005,Gas,Domestic,Ktoe ,114.016
E09000030,Tower Hamlets,2005,Gas,Domestic,Ktoe ,80.059
E09000031,Waltham Forest,2005,Gas,Domestic,Ktoe ,135.134
E09000032,Wandsworth,2005,Gas,Domestic,Ktoe ,172.223
E09000033,Westminster,2005,Gas,Domestic,Ktoe ,108.15
E12000001,North East,2005,Gas,Domestic,Ktoe ,1780.806
E12000002,North West,2005,Gas,Domestic,Ktoe ,4590.814
E12000003,Yorkshire and the Humber,2005,Gas,Domestic,Ktoe ,3355.491
E12000004,East Midlands,2005,Gas,Domestic,Ktoe ,2705.864
E12000005,West Midlands,2005,Gas,Domestic,Ktoe ,3243.886
E12000006,East of England,2005,Gas,Domestic,Ktoe ,3068.326
E12000007,Greater London,2005,Gas,Domestic,Ktoe ,4525.849
E12000008,South East,2005,Gas,Domestic,Ktoe ,4840.953
E12000009,South West,2005,Gas,Domestic,Ktoe ,2445.242
N92000002,Northern Ireland,2005,Gas,Domestic,Ktoe ,..
W92000004,Wales,2005,Gas,Domestic,Ktoe ,1710.127
S92000003,Scotland,2005,Gas,Domestic,Ktoe ,3037.783
E92000001,England,2005,Gas,Domestic,Ktoe ,30557.231
K02000001,United Kingdom,2005,Gas,Domestic,Ktoe ,35317.221
E09000002,Barking and Dagenham,2006,Gas,Domestic,Ktoe ,81.68
E09000003,Barnet,2006,Gas,Domestic,Ktoe ,228.686
E09000004,Bexley,2006,Gas,Domestic,Ktoe ,136.861
E09000005,Brent,2006,Gas,Domestic,Ktoe ,167.447
E09000006,Bromley,2006,Gas,Domestic,Ktoe ,217.65
E09000007,Camden,2006,Gas,Domestic,Ktoe ,102.528
E09000001,City of London,2006,Gas,Domestic,Ktoe ,3.124
E09000008,Croydon,2006,Gas,Domestic,Ktoe ,218.987
E09000009,Ealing,2006,Gas,Domestic,Ktoe ,182.378
E09000010,Enfield,2006,Gas,Domestic,Ktoe ,168.28
E09000011,Greenwich,2006,Gas,Domestic,Ktoe ,127.169
E09000012,Hackney,2006,Gas,Domestic,Ktoe ,108.965
E09000013,Hammersmith and Fulham,2006,Gas,Domestic,Ktoe ,97.86
E09000014,Haringey,2006,Gas,Domestic,Ktoe ,141.402
E09000015,Harrow,2006,Gas,Domestic,Ktoe ,147.023
E09000016,Havering,2006,Gas,Domestic,Ktoe ,148.091
E09000017,Hillingdon,2006,Gas,Domestic,Ktoe ,153.182
E09000018,Hounslow,2006,Gas,Domestic,Ktoe ,124.821
E09000019,Islington,2006,Gas,Domestic,Ktoe ,103.725
E09000020,Kensington and Chelsea,2006,Gas,Domestic,Ktoe ,93.822
E09000021,Kingston upon Thames,2006,Gas,Domestic,Ktoe ,95.372
E09000022,Lambeth,2006,Gas,Domestic,Ktoe ,157.098
E09000023,Lewisham,2006,Gas,Domestic,Ktoe ,149.255
E09000024,Merton,2006,Gas,Domestic,Ktoe ,114.225
E09000025,Newham,2006,Gas,Domestic,Ktoe ,121.186
E09000026,Redbridge,2006,Gas,Domestic,Ktoe ,153.121
E09000027,Richmond upon Thames,2006,Gas,Domestic,Ktoe ,126.988
E09000028,Southwark,2006,Gas,Domestic,Ktoe ,117.032
E09000029,Sutton,2006,Gas,Domestic,Ktoe ,111.054
E09000030,Tower Hamlets,2006,Gas,Domestic,Ktoe ,78.915
E09000031,Waltham Forest,2006,Gas,Domestic,Ktoe ,130.877
E09000032,Wandsworth,2006,Gas,Domestic,Ktoe ,166.296
E09000033,Westminster,2006,Gas,Domestic,Ktoe ,105.265
E12000001,North East,2006,Gas,Domestic,Ktoe ,1721.259
E12000002,North West,2006,Gas,Domestic,Ktoe ,4433.98
E12000003,Yorkshire and the Humber,2006,Gas,Domestic,Ktoe ,3263.466
E12000004,East Midlands,2006,Gas,Domestic,Ktoe ,2621.185
E12000005,West Midlands,2006,Gas,Domestic,Ktoe ,3153.599
E12000006,East of England,2006,Gas,Domestic,Ktoe ,2981.9
E12000007,Greater London,2006,Gas,Domestic,Ktoe ,4380.368
E12000008,South East,2006,Gas,Domestic,Ktoe ,4739.557
E12000009,South West,2006,Gas,Domestic,Ktoe ,2389.068
N92000002,Northern Ireland,2006,Gas,Domestic,Ktoe ,..
W92000004,Wales,2006,Gas,Domestic,Ktoe ,1685.18
S92000003,Scotland,2006,Gas,Domestic,Ktoe ,2952.929
E92000001,England,2006,Gas,Domestic,Ktoe ,29684.382
K02000001,United Kingdom,2006,Gas,Domestic,Ktoe ,34323.373
E09000002,Barking and Dagenham,2007,Gas,Domestic,Ktoe ,80.029
E09000003,Barnet,2007,Gas,Domestic,Ktoe ,225.56
E09000004,Bexley,2007,Gas,Domestic,Ktoe ,132.507
E09000005,Brent,2007,Gas,Domestic,Ktoe ,164.964
E09000006,Bromley,2007,Gas,Domestic,Ktoe ,212.876
E09000007,Camden,2007,Gas,Domestic,Ktoe ,100.838
E09000001,City of London,2007,Gas,Domestic,Ktoe ,3.152
E09000008,Croydon,2007,Gas,Domestic,Ktoe ,214.716
E09000009,Ealing,2007,Gas,Domestic,Ktoe ,179.226
E09000010,Enfield,2007,Gas,Domestic,Ktoe ,165.331
E09000011,Greenwich,2007,Gas,Domestic,Ktoe ,123.597
E09000012,Hackney,2007,Gas,Domestic,Ktoe ,107.716
E09000013,Hammersmith and Fulham,2007,Gas,Domestic,Ktoe ,95.449
E09000014,Haringey,2007,Gas,Domestic,Ktoe ,138.707
E09000015,Harrow,2007,Gas,Domestic,Ktoe ,145.838
E09000016,Havering,2007,Gas,Domestic,Ktoe ,144.408
E09000017,Hillingdon,2007,Gas,Domestic,Ktoe ,150.709
E09000018,Hounslow,2007,Gas,Domestic,Ktoe ,122.888
E09000019,Islington,2007,Gas,Domestic,Ktoe ,101.612
E09000020,Kensington and Chelsea,2007,Gas,Domestic,Ktoe ,91.786
E09000021,Kingston upon Thames,2007,Gas,Domestic,Ktoe ,92.885
E09000022,Lambeth,2007,Gas,Domestic,Ktoe ,152.658
E09000023,Lewisham,2007,Gas,Domestic,Ktoe ,145.474
E09000024,Merton,2007,Gas,Domestic,Ktoe ,111.598
E09000025,Newham,2007,Gas,Domestic,Ktoe ,119.438
E09000026,Redbridge,2007,Gas,Domestic,Ktoe ,149.544
E09000027,Richmond upon Thames,2007,Gas,Domestic,Ktoe ,124.624
E09000028,Southwark,2007,Gas,Domestic,Ktoe ,114.476
E09000029,Sutton,2007,Gas,Domestic,Ktoe ,108.719
E09000030,Tower Hamlets,2007,Gas,Domestic,Ktoe ,77.639
E09000031,Waltham Forest,2007,Gas,Domestic,Ktoe ,128.37
E09000032,Wandsworth,2007,Gas,Domestic,Ktoe ,162.185
E09000033,Westminster,2007,Gas,Domestic,Ktoe ,102.903
E12000001,North East,2007,Gas,Domestic,Ktoe ,1672.641
E12000002,North West,2007,Gas,Domestic,Ktoe ,4314.962
E12000003,Yorkshire and the Humber,2007,Gas,Domestic,Ktoe ,3182.588
E12000004,East Midlands,2007,Gas,Domestic,Ktoe ,2569.023
E12000005,West Midlands,2007,Gas,Domestic,Ktoe ,3069.272
E12000006,East of England,2007,Gas,Domestic,Ktoe ,2937.914
E12000007,Greater London,2007,Gas,Domestic,Ktoe ,4292.422
E12000008,South East,2007,Gas,Domestic,Ktoe ,4670.635
E12000009,South West,2007,Gas,Domestic,Ktoe ,2334.162
N92000002,Northern Ireland,2007,Gas,Domestic,Ktoe ,..
W92000004,Wales,2007,Gas,Domestic,Ktoe ,1619.742
S92000003,Scotland,2007,Gas,Domestic,Ktoe ,2963.83
E92000001,England,2007,Gas,Domestic,Ktoe ,29043.619
K02000001,United Kingdom,2007,Gas,Domestic,Ktoe ,33658.012
E09000002,Barking and Dagenham,2008,Gas,Domestic,Ktoe ,77.042
E09000003,Barnet,2008,Gas,Domestic,Ktoe ,220.528
E09000004,Bexley,2008,Gas,Domestic,Ktoe ,128.953
E09000005,Brent,2008,Gas,Domestic,Ktoe ,159.654
E09000006,Bromley,2008,Gas,Domestic,Ktoe ,208.029
E09000007,Camden,2008,Gas,Domestic,Ktoe ,98.616
E09000001,City of London,2008,Gas,Domestic,Ktoe ,3.238
E09000008,Croydon,2008,Gas,Domestic,Ktoe ,208.651
E09000009,Ealing,2008,Gas,Domestic,Ktoe ,174.275
E09000010,Enfield,2008,Gas,Domestic,Ktoe ,161.112
E09000011,Greenwich,2008,Gas,Domestic,Ktoe ,119.047
E09000012,Hackney,2008,Gas,Domestic,Ktoe ,103.679
E09000013,Hammersmith and Fulham,2008,Gas,Domestic,Ktoe ,93.115
E09000014,Haringey,2008,Gas,Domestic,Ktoe ,134.054
E09000015,Harrow,2008,Gas,Domestic,Ktoe ,141.927
E09000016,Havering,2008,Gas,Domestic,Ktoe ,140.788
E09000017,Hillingdon,2008,Gas,Domestic,Ktoe ,146.759
E09000018,Hounslow,2008,Gas,Domestic,Ktoe ,119.716
E09000019,Islington,2008,Gas,Domestic,Ktoe ,97.768
E09000020,Kensington and Chelsea,2008,Gas,Domestic,Ktoe ,90.09
E09000021,Kingston upon Thames,2008,Gas,Domestic,Ktoe ,90.62
E09000022,Lambeth,2008,Gas,Domestic,Ktoe ,147.233
E09000023,Lewisham,2008,Gas,Domestic,Ktoe ,139.679
E09000024,Merton,2008,Gas,Domestic,Ktoe ,109.169
E09000025,Newham,2008,Gas,Domestic,Ktoe ,114.882
E09000026,Redbridge,2008,Gas,Domestic,Ktoe ,147.731
E09000027,Richmond upon Thames,2008,Gas,Domestic,Ktoe ,122.041
E09000028,Southwark,2008,Gas,Domestic,Ktoe ,109.772
E09000029,Sutton,2008,Gas,Domestic,Ktoe ,106.534
E09000030,Tower Hamlets,2008,Gas,Domestic,Ktoe ,74.953
E09000031,Waltham Forest,2008,Gas,Domestic,Ktoe ,124.779
E09000032,Wandsworth,2008,Gas,Domestic,Ktoe ,158.022
E09000033,Westminster,2008,Gas,Domestic,Ktoe ,100.202
E12000001,North East,2008,Gas,Domestic,Ktoe ,1599.646
E12000002,North West,2008,Gas,Domestic,Ktoe ,4163.374
E12000003,Yorkshire and the Humber,2008,Gas,Domestic,Ktoe ,3052.636
E12000004,East Midlands,2008,Gas,Domestic,Ktoe ,2472.062
E12000005,West Midlands,2008,Gas,Domestic,Ktoe ,2962.396
E12000006,East of England,2008,Gas,Domestic,Ktoe ,2838.776
E12000007,Greater London,2008,Gas,Domestic,Ktoe ,4172.659
E12000008,South East,2008,Gas,Domestic,Ktoe ,4503.535
E12000009,South West,2008,Gas,Domestic,Ktoe ,2252.841
N92000002,Northern Ireland,2008,Gas,Domestic,Ktoe ,..
W92000004,Wales,2008,Gas,Domestic,Ktoe ,1569.626
S92000003,Scotland,2008,Gas,Domestic,Ktoe ,2866.857
E92000001,England,2008,Gas,Domestic,Ktoe ,28017.924
K02000001,United Kingdom,2008,Gas,Domestic,Ktoe ,32456.976
E09000002,Barking and Dagenham,2009,Gas,Domestic,Ktoe ,70.761
E09000003,Barnet,2009,Gas,Domestic,Ktoe ,205.994
E09000004,Bexley,2009,Gas,Domestic,Ktoe ,118.683
E09000005,Brent,2009,Gas,Domestic,Ktoe ,147.808
E09000006,Bromley,2009,Gas,Domestic,Ktoe ,192.557
E09000007,Camden,2009,Gas,Domestic,Ktoe ,92.542
E09000001,City of London,2009,Gas,Domestic,Ktoe ,3.042
E09000008,Croydon,2009,Gas,Domestic,Ktoe ,192.429
E09000009,Ealing,2009,Gas,Domestic,Ktoe ,160.964
E09000010,Enfield,2009,Gas,Domestic,Ktoe ,149.162
E09000011,Greenwich,2009,Gas,Domestic,Ktoe ,109.849
E09000012,Hackney,2009,Gas,Domestic,Ktoe ,95.527
E09000013,Hammersmith and Fulham,2009,Gas,Domestic,Ktoe ,86.395
E09000014,Haringey,2009,Gas,Domestic,Ktoe ,124.542
E09000015,Harrow,2009,Gas,Domestic,Ktoe ,131.847
E09000016,Havering,2009,Gas,Domestic,Ktoe ,129.867
E09000017,Hillingdon,2009,Gas,Domestic,Ktoe ,135.926
E09000018,Hounslow,2009,Gas,Domestic,Ktoe ,110.812
E09000019,Islington,2009,Gas,Domestic,Ktoe ,90.246
E09000020,Kensington and Chelsea,2009,Gas,Domestic,Ktoe ,85.291
E09000021,Kingston upon Thames,2009,Gas,Domestic,Ktoe ,83.967
E09000022,Lambeth,2009,Gas,Domestic,Ktoe ,135.329
E09000023,Lewisham,2009,Gas,Domestic,Ktoe ,128.382
E09000024,Merton,2009,Gas,Domestic,Ktoe ,100.944
E09000025,Newham,2009,Gas,Domestic,Ktoe ,105.419
E09000026,Redbridge,2009,Gas,Domestic,Ktoe ,136.801
E09000027,Richmond upon Thames,2009,Gas,Domestic,Ktoe ,113.5
E09000028,Southwark,2009,Gas,Domestic,Ktoe ,101.73
E09000029,Sutton,2009,Gas,Domestic,Ktoe ,98.768
E09000030,Tower Hamlets,2009,Gas,Domestic,Ktoe ,69.242
E09000031,Waltham Forest,2009,Gas,Domestic,Ktoe ,114.956
E09000032,Wandsworth,2009,Gas,Domestic,Ktoe ,146.249
E09000033,Westminster,2009,Gas,Domestic,Ktoe ,94.574
E12000001,North East,2009,Gas,Domestic,Ktoe ,1454.722
E12000002,North West,2009,Gas,Domestic,Ktoe ,3792.359
E12000003,Yorkshire and the Humber,2009,Gas,Domestic,Ktoe ,2810.842
E12000004,East Midlands,2009,Gas,Domestic,Ktoe ,2277.705
E12000005,West Midlands,2009,Gas,Domestic,Ktoe ,2712.583
E12000006,East of England,2009,Gas,Domestic,Ktoe ,2644.516
E12000007,Greater London,2009,Gas,Domestic,Ktoe ,3864.106
E12000008,South East,2009,Gas,Domestic,Ktoe ,4154.035
E12000009,South West,2009,Gas,Domestic,Ktoe ,2067.794
N92000002,Northern Ireland,2009,Gas,Domestic,Ktoe ,..
W92000004,Wales,2009,Gas,Domestic,Ktoe ,1426.197
S92000003,Scotland,2009,Gas,Domestic,Ktoe ,2642.307
E92000001,England,2009,Gas,Domestic,Ktoe ,25778.662
K02000001,United Kingdom,2009,Gas,Domestic,Ktoe ,29872.012
E09000002,Barking and Dagenham,2010,Gas,Domestic,Ktoe ,70.958
E09000003,Barnet,2010,Gas,Domestic,Ktoe ,205.259
E09000004,Bexley,2010,Gas,Domestic,Ktoe ,118.644
E09000005,Brent,2010,Gas,Domestic,Ktoe ,146.192
E09000006,Bromley,2010,Gas,Domestic,Ktoe ,191.893
E09000007,Camden,2010,Gas,Domestic,Ktoe ,92.015
E09000001,City of London,2010,Gas,Domestic,Ktoe ,3.052
E09000008,Croydon,2010,Gas,Domestic,Ktoe ,191.301
E09000009,Ealing,2010,Gas,Domestic,Ktoe ,159.975
E09000010,Enfield,2010,Gas,Domestic,Ktoe ,148.158
E09000011,Greenwich,2010,Gas,Domestic,Ktoe ,109.325
E09000012,Hackney,2010,Gas,Domestic,Ktoe ,94.866
E09000013,Hammersmith and Fulham,2010,Gas,Domestic,Ktoe ,86.376
E09000014,Haringey,2010,Gas,Domestic,Ktoe ,123.32
E09000015,Harrow,2010,Gas,Domestic,Ktoe ,131.896
E09000016,Havering,2010,Gas,Domestic,Ktoe ,129.774
E09000017,Hillingdon,2010,Gas,Domestic,Ktoe ,135.314
E09000018,Hounslow,2010,Gas,Domestic,Ktoe ,110.235
E09000019,Islington,2010,Gas,Domestic,Ktoe ,88.947
E09000020,Kensington and Chelsea,2010,Gas,Domestic,Ktoe ,85.509
E09000021,Kingston upon Thames,2010,Gas,Domestic,Ktoe ,83.878
E09000022,Lambeth,2010,Gas,Domestic,Ktoe ,133.795
E09000023,Lewisham,2010,Gas,Domestic,Ktoe ,127.402
E09000024,Merton,2010,Gas,Domestic,Ktoe ,100.371
E09000025,Newham,2010,Gas,Domestic,Ktoe ,104.685
E09000026,Redbridge,2010,Gas,Domestic,Ktoe ,136.427
E09000027,Richmond upon Thames,2010,Gas,Domestic,Ktoe ,113.644
E09000028,Southwark,2010,Gas,Domestic,Ktoe ,100.473
E09000029,Sutton,2010,Gas,Domestic,Ktoe ,98.007
E09000030,Tower Hamlets,2010,Gas,Domestic,Ktoe ,68.559
E09000031,Waltham Forest,2010,Gas,Domestic,Ktoe ,114.09
E09000032,Wandsworth,2010,Gas,Domestic,Ktoe ,144.879
E09000033,Westminster,2010,Gas,Domestic,Ktoe ,94.419
E12000001,North East,2010,Gas,Domestic,Ktoe ,1429.11
E12000002,North West,2010,Gas,Domestic,Ktoe ,3711.1
E12000003,Yorkshire and the Humber,2010,Gas,Domestic,Ktoe ,2793.32
E12000004,East Midlands,2010,Gas,Domestic,Ktoe ,2274.176
E12000005,West Midlands,2010,Gas,Domestic,Ktoe ,2679.417
E12000006,East of England,2010,Gas,Domestic,Ktoe ,2644.144
E12000007,Greater London,2010,Gas,Domestic,Ktoe ,3843.634
E12000008,South East,2010,Gas,Domestic,Ktoe ,4140.887
E12000009,South West,2010,Gas,Domestic,Ktoe ,2056.729
N92000002,Northern Ireland,2010,Gas,Domestic,Ktoe ,..
W92000004,Wales,2010,Gas,Domestic,Ktoe ,1387.951
S92000003,Scotland,2010,Gas,Domestic,Ktoe ,2607.913
E92000001,England,2010,Gas,Domestic,Ktoe ,25572.517
K02000001,United Kingdom,2010,Gas,Domestic,Ktoe ,29606.446
E09000002,Barking and Dagenham,2011,Gas,Domestic,Ktoe ,66.707
E09000003,Barnet,2011,Gas,Domestic,Ktoe ,194.31
E09000004,Bexley,2011,Gas,Domestic,Ktoe ,110.747
E09000005,Brent,2011,Gas,Domestic,Ktoe ,137.685
E09000006,Bromley,2011,Gas,Domestic,Ktoe ,180.45
E09000007,Camden,2011,Gas,Domestic,Ktoe ,86.815
E09000001,City of London,2011,Gas,Domestic,Ktoe ,2.903
E09000008,Croydon,2011,Gas,Domestic,Ktoe ,180.943
E09000009,Ealing,2011,Gas,Domestic,Ktoe ,150.24
E09000010,Enfield,2011,Gas,Domestic,Ktoe ,138.741
E09000011,Greenwich,2011,Gas,Domestic,Ktoe ,102.49
E09000012,Hackney,2011,Gas,Domestic,Ktoe ,88.979
E09000013,Hammersmith and Fulham,2011,Gas,Domestic,Ktoe ,80.392
E09000014,Haringey,2011,Gas,Domestic,Ktoe ,115.311
E09000015,Harrow,2011,Gas,Domestic,Ktoe ,125.051
E09000016,Havering,2011,Gas,Domestic,Ktoe ,120.855
E09000017,Hillingdon,2011,Gas,Domestic,Ktoe ,127.203
E09000018,Hounslow,2011,Gas,Domestic,Ktoe ,103.727
E09000019,Islington,2011,Gas,Domestic,Ktoe ,83.004
E09000020,Kensington and Chelsea,2011,Gas,Domestic,Ktoe ,80.693
E09000021,Kingston upon Thames,2011,Gas,Domestic,Ktoe ,79.111
E09000022,Lambeth,2011,Gas,Domestic,Ktoe ,126.34
E09000023,Lewisham,2011,Gas,Domestic,Ktoe ,119.622
E09000024,Merton,2011,Gas,Domestic,Ktoe ,95.087
E09000025,Newham,2011,Gas,Domestic,Ktoe ,99.354
E09000026,Redbridge,2011,Gas,Domestic,Ktoe ,128.502
E09000027,Richmond upon Thames,2011,Gas,Domestic,Ktoe ,106.708
E09000028,Southwark,2011,Gas,Domestic,Ktoe ,94.852
E09000029,Sutton,2011,Gas,Domestic,Ktoe ,92.508
E09000030,Tower Hamlets,2011,Gas,Domestic,Ktoe ,64.795
E09000031,Waltham Forest,2011,Gas,Domestic,Ktoe ,107.839
E09000032,Wandsworth,2011,Gas,Domestic,Ktoe ,136.808
E09000033,Westminster,2011,Gas,Domestic,Ktoe ,89.279
E12000001,North East,2011,Gas,Domestic,Ktoe ,1342.71
E12000002,North West,2011,Gas,Domestic,Ktoe ,3480.226
E12000003,Yorkshire and the Humber,2011,Gas,Domestic,Ktoe ,2655.434
E12000004,East Midlands,2011,Gas,Domestic,Ktoe ,2150.193
E12000005,West Midlands,2011,Gas,Domestic,Ktoe ,2540.659
E12000006,East of England,2011,Gas,Domestic,Ktoe ,2480.881
E12000007,Greater London,2011,Gas,Domestic,Ktoe ,3618.049
E12000008,South East,2011,Gas,Domestic,Ktoe ,3898.969
E12000009,South West,2011,Gas,Domestic,Ktoe ,1910.858
N92000002,Northern Ireland,2011,Gas,Domestic,Ktoe ,..
W92000004,Wales,2011,Gas,Domestic,Ktoe ,1289.523
S92000003,Scotland,2011,Gas,Domestic,Ktoe ,2489.998
E92000001,England,2011,Gas,Domestic,Ktoe ,24077.979
K02000001,United Kingdom,2011,Gas,Domestic,Ktoe ,27896.088
E09000002,Barking and Dagenham,2012,Gas,Domestic,Ktoe ,65.692
E09000003,Barnet,2012,Gas,Domestic,Ktoe ,193.071
E09000004,Bexley,2012,Gas,Domestic,Ktoe ,110.98
E09000005,Brent,2012,Gas,Domestic,Ktoe ,135.468
E09000006,Bromley,2012,Gas,Domestic,Ktoe ,181.08
E09000007,Camden,2012,Gas,Domestic,Ktoe ,85.467
E09000001,City of London,2012,Gas,Domestic,Ktoe ,2.743
E09000008,Croydon,2012,Gas,Domestic,Ktoe ,179.748
E09000009,Ealing,2012,Gas,Domestic,Ktoe ,148.591
E09000010,Enfield,2012,Gas,Domestic,Ktoe ,138.167
E09000011,Greenwich,2012,Gas,Domestic,Ktoe ,101.538
E09000012,Hackney,2012,Gas,Domestic,Ktoe ,87.116
E09000013,Hammersmith and Fulham,2012,Gas,Domestic,Ktoe ,79.111
E09000014,Haringey,2012,Gas,Domestic,Ktoe ,113.275
E09000015,Harrow,2012,Gas,Domestic,Ktoe ,124.132
E09000016,Havering,2012,Gas,Domestic,Ktoe ,120.68
E09000017,Hillingdon,2012,Gas,Domestic,Ktoe ,126.781
E09000018,Hounslow,2012,Gas,Domestic,Ktoe ,102.694
E09000019,Islington,2012,Gas,Domestic,Ktoe ,81.419
E09000020,Kensington and Chelsea,2012,Gas,Domestic,Ktoe ,78.954
E09000021,Kingston upon Thames,2012,Gas,Domestic,Ktoe ,79.157
E09000022,Lambeth,2012,Gas,Domestic,Ktoe ,124.535
E09000023,Lewisham,2012,Gas,Domestic,Ktoe ,117.998
E09000024,Merton,2012,Gas,Domestic,Ktoe ,94.374
E09000025,Newham,2012,Gas,Domestic,Ktoe ,96.368
E09000026,Redbridge,2012,Gas,Domestic,Ktoe ,127.649
E09000027,Richmond upon Thames,2012,Gas,Domestic,Ktoe ,106.592
E09000028,Southwark,2012,Gas,Domestic,Ktoe ,92.879
E09000029,Sutton,2012,Gas,Domestic,Ktoe ,92.591
E09000030,Tower Hamlets,2012,Gas,Domestic,Ktoe ,62.926
E09000031,Waltham Forest,2012,Gas,Domestic,Ktoe ,106.835
E09000032,Wandsworth,2012,Gas,Domestic,Ktoe ,136.229
E09000033,Westminster,2012,Gas,Domestic,Ktoe ,87.271
E12000001,North East,2012,Gas,Domestic,Ktoe ,1347.186
E12000002,North West,2012,Gas,Domestic,Ktoe ,3460.483
E12000003,Yorkshire and the Humber,2012,Gas,Domestic,Ktoe ,2620.828
E12000004,East Midlands,2012,Gas,Domestic,Ktoe ,2138.424
E12000005,West Midlands,2012,Gas,Domestic,Ktoe ,2511.664
E12000006,East of England,2012,Gas,Domestic,Ktoe ,2476.729
E12000007,Greater London,2012,Gas,Domestic,Ktoe ,3582.112
E12000008,South East,2012,Gas,Domestic,Ktoe ,3899.032
E12000009,South West,2012,Gas,Domestic,Ktoe ,1928.895
N92000002,Northern Ireland,2012,Gas,Domestic,Ktoe ,..
W92000004,Wales,2012,Gas,Domestic,Ktoe ,1281.628
S92000003,Scotland,2012,Gas,Domestic,Ktoe ,2476.508
E92000001,England,2012,Gas,Domestic,Ktoe ,23965.35
K02000001,United Kingdom,2012,Gas,Domestic,Ktoe ,27789.188
E09000002,Barking and Dagenham,2013,Gas,Domestic,Ktoe ,64.239
E09000003,Barnet,2013,Gas,Domestic,Ktoe ,190.739
E09000004,Bexley,2013,Gas,Domestic,Ktoe ,108.373
E09000005,Brent,2013,Gas,Domestic,Ktoe ,134.51
E09000006,Bromley,2013,Gas,Domestic,Ktoe ,178.428
E09000007,Camden,2013,Gas,Domestic,Ktoe ,84.562
E09000001,City of London,2013,Gas,Domestic,Ktoe ,2.748
E09000008,Croydon,2013,Gas,Domestic,Ktoe ,177.343
E09000009,Ealing,2013,Gas,Domestic,Ktoe ,147.042
E09000010,Enfield,2013,Gas,Domestic,Ktoe ,136.056
E09000011,Greenwich,2013,Gas,Domestic,Ktoe ,99.045
E09000012,Hackney,2013,Gas,Domestic,Ktoe ,85.776
E09000013,Hammersmith and Fulham,2013,Gas,Domestic,Ktoe ,78.176
E09000014,Haringey,2013,Gas,Domestic,Ktoe ,111.792
E09000015,Harrow,2013,Gas,Domestic,Ktoe ,123.545
E09000016,Havering,2013,Gas,Domestic,Ktoe ,117.487
E09000017,Hillingdon,2013,Gas,Domestic,Ktoe ,125.309
E09000018,Hounslow,2013,Gas,Domestic,Ktoe ,101.635
E09000019,Islington,2013,Gas,Domestic,Ktoe ,79.974
E09000020,Kensington and Chelsea,2013,Gas,Domestic,Ktoe ,78.241
